T(s),S1-1B-D,S1-1B-S,S1-2B-D,S1-2B-S,S1-3B-D,S1-3B-S,S1-4B-D,S1-4B-S,S1-5B-D,S1-5B-S,S1-6B-D,S1-6B-S,S1-7B-D,S1-7B-S,S1-8B-D,S1-8B-S
4330,314.7407551,314.7247021,314.7963651,314.6063444,314.7441258,314.704856,314.7424555,314.4040191,314.8404923,314.7626865,315.0236015,314.7396292,314.7834532,314.697652,314.8610265,314.7588279
4331,314.7424645,314.7264054,314.798096,314.6079896,314.7458331,314.7065478,314.744164,314.4056006,314.8422584,314.7644112,315.0254544,314.7413332,314.7851841,314.6993389,314.8627965,314.7605504
4332,314.7441739,314.7281087,314.7998268,314.6096348,314.7475403,314.7082397,314.7458724,314.4071822,314.8440246,314.7661358,315.0273073,314.7430371,314.7869151,314.7010258,314.8645665,314.7622729
4333,314.7458833,314.729812,314.8015577,314.61128,314.7492476,314.7099315,314.7475809,314.4087637,314.8457907,314.7678604,315.0291603,314.7447411,314.788646,314.7027127,314.8663365,314.7639955
4334,314.7475927,314.7315153,314.8032886,314.6129252,314.7509549,314.7116233,314.7492894,314.4103453,314.8475569,314.769585,315.0310132,314.746445,314.7903769,314.7043996,314.8681065,314.765718
4335,314.7493021,314.7332186,314.8050194,314.6145704,314.7526622,314.7133152,314.7509978,314.4119268,314.849323,314.7713097,315.0328661,314.748149,314.7921078,314.7060864,314.8698765,314.7674405
4336,314.7510115,314.7349219,314.8067503,314.6162155,314.7543695,314.715007,314.7527063,314.4135083,314.8510892,314.7730343,315.0347191,314.749853,314.7938387,314.7077733,314.8716465,314.7691631
4337,314.7527209,314.7366252,314.8084812,314.6178607,314.7560768,314.7166989,314.7544148,314.4150899,314.8528553,314.7747589,315.036572,314.7515569,314.7955697,314.7094602,314.8734165,314.7708856
4338,314.7544303,314.7383285,314.810212,314.6195059,314.7577841,314.7183907,314.7561233,314.4166714,314.8546215,314.7764835,315.0384249,314.7532609,314.7973006,314.7111471,314.8751865,314.7726081
4339,314.7561397,314.7400318,314.8119429,314.6211511,314.7594914,314.7200825,314.7578317,314.418253,314.8563876,314.7782081,315.0402779,314.7549648,314.7990315,314.712834,314.8769565,314.7743306
4340,314.7578491,314.7417351,314.8136738,314.6227963,314.7611987,314.7217744,314.7595402,314.4198345,314.8581538,314.7799328,315.0421308,314.7566688,314.8007624,314.7145209,314.8787265,314.7760532
4341,314.7595585,314.7434384,314.8154046,314.6244415,314.762906,314.7234662,314.7612487,314.4214161,314.8599199,314.7816574,315.0439837,314.7583727,314.8024933,314.7162078,314.8804965,314.7777757
4342,314.7612679,314.7451417,314.8171355,314.6260867,314.7646132,314.7251581,314.7629572,314.4229976,314.8616861,314.783382,315.0458367,314.7600767,314.8042243,314.7178947,314.8822665,314.7794982
4343,314.7629773,314.7468449,314.8188663,314.6277319,314.7663205,314.7268499,314.7646656,314.4245791,314.8634522,314.7851066,315.0476896,314.7617807,314.8059552,314.7195816,314.8840365,314.7812208
4344,314.7646867,314.7485482,314.8205972,314.6293771,314.7680278,314.7285417,314.7663741,314.4261607,314.8652184,314.7868313,315.0495425,314.7634846,314.8076861,314.7212685,314.8858065,314.7829433
4345,314.7663961,314.7502515,314.8223281,314.6310223,314.7697351,314.7302336,314.7680826,314.4277422,314.8669845,314.7885559,315.0513955,314.7651886,314.809417,314.7229554,314.8875765,314.7846658
4346,314.7681055,314.7519548,314.8240589,314.6326675,314.7714424,314.7319254,314.7697911,314.4293238,314.8687507,314.7902805,315.0532484,314.7668925,314.8111479,314.7246422,314.8893465,314.7863884
4347,314.7698149,314.7536581,314.8257898,314.6343126,314.7731497,314.7336173,314.7714995,314.4309053,314.8705168,314.7920051,315.0551013,314.7685965,314.8128789,314.7263291,314.8911165,314.7881109
4348,314.7715243,314.7553614,314.8275207,314.6359578,314.774857,314.7353091,314.773208,314.4324869,314.872283,314.7937298,315.0569543,314.7703004,314.8146098,314.728016,314.8928865,314.7898334
4349,314.7732337,314.7570647,314.8292515,314.637603,314.7765643,314.7370009,314.7749165,314.4340684,314.8740491,314.7954544,315.0588072,314.7720044,314.8163407,314.7297029,314.8946565,314.7915559
4350,314.7749431,314.758768,314.8309824,314.6392482,314.7782716,314.7386928,314.7766249,314.4356499,314.8758153,314.797179,315.0606601,314.7737084,314.8180716,314.7313898,314.8964265,314.7932785
4351,314.7766525,314.7604713,314.8327133,314.6408934,314.7799789,314.7403846,314.7783334,314.4372315,314.8775814,314.7989036,315.0625131,314.7754123,314.8198026,314.7330767,314.8981965,314.795001
4352,314.7783619,314.7621746,314.8344441,314.6425386,314.7816861,314.7420765,314.7800419,314.438813,314.8793476,314.8006282,315.064366,314.7771163,314.8215335,314.7347636,314.8999666,314.7967235
4353,314.7800713,314.7638779,314.836175,314.6441838,314.7833934,314.7437683,314.7817504,314.4403946,314.8811137,314.8023529,315.0662189,314.7788202,314.8232644,314.7364505,314.9017366,314.7984461
4354,314.7817807,314.7655812,314.8379059,314.645829,314.7851007,314.7454601,314.7834588,314.4419761,314.8828799,314.8040775,315.0680719,314.7805242,314.8249953,314.7381374,314.9035066,314.8001686
4355,314.7834901,314.7672845,314.8396367,314.6474742,314.786808,314.747152,314.7851673,314.4435577,314.884646,314.8058021,315.0699248,314.7822281,314.8267262,314.7398243,314.9052766,314.8018911
4356,314.7851995,314.7689878,314.8413676,314.6491194,314.7885153,314.7488438,314.7868758,314.4451392,314.8864122,314.8075267,315.0717777,314.7839321,314.8284572,314.7415112,314.9070466,314.8036137
4357,314.7869089,314.7706911,314.8430985,314.6507646,314.7902226,314.7505356,314.7885843,314.4467208,314.8881783,314.8092514,315.0736307,314.7856361,314.8301881,314.743198,314.9088166,314.8053362
4358,314.7886183,314.7723944,314.8448293,314.6524097,314.7919299,314.7522275,314.7902927,314.4483023,314.8899445,314.810976,315.0754836,314.78734,314.831919,314.7448849,314.9105866,314.8070587
4359,314.7903277,314.7740977,314.8465602,314.6540549,314.7936372,314.7539193,314.7920012,314.4498838,314.8917106,314.8127006,315.0773365,314.789044,314.8336499,314.7465718,314.9123566,314.8087812
4360,314.7920371,314.775801,314.8482911,314.6557001,314.7953445,314.7556112,314.7937097,314.4514654,314.8934768,314.8144252,315.0791895,314.7907479,314.8353808,314.7482587,314.9141266,314.8105038
4361,314.7937465,314.7775043,314.8500219,314.6573453,314.7970518,314.757303,314.7954182,314.4530469,314.8952429,314.8161498,315.0810424,314.7924519,314.8371118,314.7499456,314.9158966,314.8122263
4362,314.7954559,314.7792076,314.8517528,314.6589905,314.798759,314.7589948,314.7971266,314.4546285,314.8970091,314.8178745,315.0828953,314.7941558,314.8388427,314.7516325,314.9176666,314.8139488
4363,314.7971653,314.7809109,314.8534837,314.6606357,314.8004663,314.7606867,314.7988351,314.45621,314.8987752,314.8195991,315.0847483,314.7958598,314.8405736,314.7533194,314.9194366,314.8156714
4364,314.7988747,314.7826141,314.8552145,314.6622809,314.8021736,314.7623785,314.8005436,314.4577916,314.9005414,314.8213237,315.0866012,314.7975638,314.8423045,314.7550063,314.9212066,314.8173939
4365,314.8005841,314.7843174,314.8569454,314.6639261,314.8038809,314.7640704,314.802252,314.4593731,314.9023075,314.8230483,315.0884542,314.7992677,314.8440354,314.7566932,314.9229766,314.8191164
4366,314.8022935,314.7860207,314.8586763,314.6655713,314.8055882,314.7657622,314.8039605,314.4609546,314.9040737,314.824773,315.0903071,314.8009717,314.8457664,314.7583801,314.9247466,314.820839
4367,314.8040029,314.787724,314.8604071,314.6672165,314.8072955,314.767454,314.805669,314.4625362,314.9058398,314.8264976,315.09216,314.8026756,314.8474973,314.7600669,314.9265166,314.8225615
4368,314.8057123,314.7894273,314.862138,314.6688616,314.8090028,314.7691459,314.8073775,314.4641177,314.9076059,314.8282222,315.094013,314.8043796,314.8492282,314.7617538,314.9282866,314.824284
4369,314.8074217,314.7911306,314.8638688,314.6705068,314.8107101,314.7708377,314.8090859,314.4656993,314.9093721,314.8299468,315.0958659,314.8060835,314.8509591,314.7634407,314.9300566,314.8260065
4370,314.8091311,314.7928339,314.8655997,314.672152,314.8124174,314.7725296,314.8107944,314.4672808,314.9111382,314.8316714,315.0977188,314.8077875,314.85269,314.7651276,314.9318266,314.8277291
4371,314.8108405,314.7945372,314.8673306,314.6737972,314.8141247,314.7742214,314.8125029,314.4688624,314.9129044,314.8333961,315.0995718,314.8094915,314.854421,314.7668145,314.9335966,314.8294516
4372,314.8125499,314.7962405,314.8690614,314.6754424,314.8158319,314.7759132,314.8142114,314.4704439,314.9146705,314.8351207,315.1014247,314.8111954,314.8561519,314.7685014,314.9353666,314.8311741
4373,314.8142593,314.7979438,314.8707923,314.6770876,314.8175392,314.7776051,314.8159198,314.4720254,314.9164367,314.8368453,315.1032776,314.8128994,314.8578828,314.7701883,314.9371366,314.8328967
4374,314.8159687,314.7996471,314.8725232,314.6787328,314.8192465,314.7792969,314.8176283,314.473607,314.9182028,314.8385699,315.1051306,314.8146033,314.8596137,314.7718752,314.9389066,314.8346192
4375,314.8176781,314.8013504,314.874254,314.680378,314.8209538,314.7809887,314.8193368,314.4751885,314.919969,314.8402946,315.1069835,314.8163073,314.8613447,314.7735621,314.9406766,314.8363417
4376,314.8193875,314.8030537,314.8759849,314.6820232,314.8226611,314.7826806,314.8210453,314.4767701,314.9217351,314.8420192,315.1088364,314.8180112,314.8630756,314.775249,314.9424466,314.8380643
4377,314.8210969,314.804757,314.8777158,314.6836684,314.8243684,314.7843724,314.8227537,314.4783516,314.9235013,314.8437438,315.1106894,314.8197152,314.8648065,314.7769359,314.9442166,314.8397868
4378,314.8228063,314.8064603,314.8794466,314.6853136,314.8260757,314.7860643,314.8244622,314.4799332,314.9252674,314.8454684,315.1125423,314.8214192,314.8665374,314.7786227,314.9459866,314.8415093
4379,314.8245157,314.8081636,314.8811775,314.6869587,314.827783,314.7877561,314.8261707,314.4815147,314.9270336,314.847193,315.1143952,314.8231231,314.8682683,314.7803096,314.9477566,314.8432318
4380,314.8262251,314.8098669,314.8829084,314.6886039,314.8294903,314.7894479,314.8278792,314.4830962,314.9287997,314.8489177,315.1162482,314.8248271,314.8699993,314.7819965,314.9495266,314.8449544
4381,314.8279345,314.8115702,314.8846392,314.6902491,314.8311976,314.7911398,314.8295876,314.4846778,314.9305659,314.8506423,315.1181011,314.826531,314.8717302,314.7836834,314.9512966,314.8466769
4382,314.8296439,314.8132735,314.8863701,314.6918943,314.8329048,314.7928316,314.8312961,314.4862593,314.932332,314.8523669,315.119954,314.828235,314.8734611,314.7853703,314.9530666,314.8483994
4383,314.8313533,314.8149768,314.888101,314.6935395,314.8346121,314.7945235,314.8330046,314.4878409,314.9340982,314.8540915,315.121807,314.8299389,314.875192,314.7870572,314.9548366,314.850122
4384,314.8330627,314.8166801,314.8898318,314.6951847,314.8363194,314.7962153,314.834713,314.4894224,314.9358643,314.8558162,315.1236599,314.8316429,314.8769229,314.7887441,314.9566066,314.8518445
4385,314.8347721,314.8183834,314.8915627,314.6968299,314.8380267,314.7979071,314.8364215,314.491004,314.9376305,314.8575408,315.1255128,314.8333469,314.8786539,314.790431,314.9583766,314.853567
4386,314.8364815,314.8200866,314.8932936,314.6984751,314.839734,314.799599,314.83813,314.4925855,314.9393966,314.8592654,315.1273658,314.8350508,314.8803848,314.7921179,314.9601466,314.8552896
4387,314.8381909,314.8217899,314.8950244,314.7001203,314.8414413,314.8012908,314.8398385,314.494167,314.9411628,314.86099,315.1292187,314.8367548,314.8821157,314.7938048,314.9619166,314.8570121
4388,314.8399003,314.8234932,314.8967553,314.7017655,314.8431486,314.8029827,314.8415469,314.4957486,314.9429289,314.8627147,315.1310716,314.8384587,314.8838466,314.7954917,314.9636866,314.8587346
4389,314.8416097,314.8251965,314.8984862,314.7034107,314.8448559,314.8046745,314.8432554,314.4973301,314.9446951,314.8644393,315.1329246,314.8401627,314.8855775,314.7971785,314.9654566,314.8604571
4390,314.8433191,314.8268998,314.900217,314.7050558,314.8465632,314.8063663,314.8449639,314.4989117,314.9464612,314.8661639,315.1347775,314.8418667,314.8873085,314.7988654,314.9672266,314.8621797
4391,314.8450285,314.8286031,314.9019479,314.706701,314.8482705,314.8080582,314.8466724,314.5004932,314.9482274,314.8678885,315.1366304,314.8435706,314.8890394,314.8005523,314.9689966,314.8639022
4392,314.8467379,314.8303064,314.9036788,314.7083462,314.8499778,314.80975,314.8483808,314.5020748,314.9499935,314.8696131,315.1384834,314.8452746,314.8907703,314.8022392,314.9707666,314.8656247
4393,314.8484473,314.8320097,314.9054096,314.7099914,314.851685,314.8114419,314.8500893,314.5036563,314.9517597,314.8713378,315.1403363,314.8469785,314.8925012,314.8039261,314.9725366,314.8673473
4394,314.8501567,314.833713,314.9071405,314.7116366,314.8533923,314.8131337,314.8517978,314.5052378,314.9535258,314.8730624,315.1421892,314.8486825,314.8942321,314.805613,314.9743066,314.8690698
4395,314.8518661,314.8354163,314.9088713,314.7132818,314.8550996,314.8148255,314.8535063,314.5068194,314.955292,314.874787,315.1440422,314.8503864,314.8959631,314.8072999,314.9760766,314.8707923
4396,314.8535755,314.8371196,314.9106022,314.714927,314.8568069,314.8165174,314.8552147,314.5084009,314.9570581,314.8765116,315.1458951,314.8520904,314.897694,314.8089868,314.9778466,314.8725149
4397,314.8552849,314.8388229,314.9123331,314.7165722,314.8585142,314.8182092,314.8569232,314.5099825,314.9588243,314.8782363,315.147748,314.8537944,314.8994249,314.8106737,314.9796166,314.8742374
4398,314.8569943,314.8405262,314.9140639,314.7182174,314.8602215,314.819901,314.8586317,314.511564,314.9605904,314.8799609,315.149601,314.8554983,314.9011558,314.8123606,314.9813866,314.8759599
4399,314.8587037,314.8422295,314.9157948,314.7198626,314.8619288,314.8215929,314.8603401,314.5131456,314.9623566,314.8816855,315.1514539,314.8572023,314.9028867,314.8140475,314.9831566,314.8776824
4400,314.8604131,314.8439328,314.9175257,314.7215078,314.8636361,314.8232847,314.8620486,314.5147271,314.9641227,314.8834101,315.1533068,314.8589062,314.9046177,314.8157343,314.9849266,314.879405
4401,314.8621225,314.8456361,314.9192565,314.7231529,314.8653434,314.8249766,314.8637571,314.5163086,314.9658889,314.8851347,315.1551598,314.8606102,314.9063486,314.8174212,314.9866966,314.8811275
4402,314.8638319,314.8473394,314.9209874,314.7247981,314.8670507,314.8266684,314.8654656,314.5178902,314.967655,314.8868594,315.1570127,314.8623141,314.9080795,314.8191081,314.9884666,314.88285
4403,314.8655413,314.8490427,314.9227183,314.7264433,314.8687579,314.8283602,314.867174,314.5194717,314.9694212,314.888584,315.1588656,314.8640181,314.9098104,314.820795,314.9902366,314.8845726
4404,314.8672507,314.850746,314.9244491,314.7280885,314.8704652,314.8300521,314.8688825,314.5210533,314.9711873,314.8903086,315.1607186,314.8657221,314.9115414,314.8224819,314.9920066,314.8862951
4405,314.8689601,314.8524493,314.92618,314.7297337,314.8721725,314.8317439,314.870591,314.5226348,314.9729535,314.8920332,315.1625715,314.867426,314.9132723,314.8241688,314.9937766,314.8880176
4406,314.8706695,314.8541526,314.9279109,314.7313789,314.8738798,314.8334358,314.8722995,314.5242164,314.9747196,314.8937579,315.1644244,314.86913,314.9150032,314.8258557,314.9955466,314.8897402
4407,314.8723789,314.8558558,314.9296417,314.7330241,314.8755871,314.8351276,314.8740079,314.5257979,314.9764858,314.8954825,315.1662774,314.8708339,314.9167341,314.8275426,314.9973166,314.8914627
4408,314.8740883,314.8575591,314.9313726,314.7346693,314.8772944,314.8368194,314.8757164,314.5273794,314.9782519,314.8972071,315.1681303,314.8725379,314.918465,314.8292295,314.9990866,314.8931852
4409,314.8757977,314.8592624,314.9331035,314.7363145,314.8790017,314.8385113,314.8774249,314.528961,314.9800181,314.8989317,315.1699833,314.8742418,314.920196,314.8309164,315.0008566,314.8949077
4410,314.8775071,314.8609657,314.9348343,314.7379597,314.880709,314.8402031,314.8791334,314.5305425,314.9817842,314.9006563,315.1718362,314.8759458,314.9219269,314.8326032,315.0026266,314.8966303
4411,314.8792165,314.862669,314.9365652,314.7396049,314.8824163,314.841895,314.8808418,314.5321241,314.9835504,314.902381,315.1736891,314.8776498,314.9236578,314.8342901,315.0043967,314.8983528
4412,314.8809259,314.8643723,314.9382961,314.74125,314.8841236,314.8435868,314.8825503,314.5337056,314.9853165,314.9041056,315.1755421,314.8793537,314.9253887,314.835977,315.0061667,314.9000753
4413,314.8826353,314.8660756,314.9400269,314.7428952,314.8858308,314.8452786,314.8842588,314.5352872,314.9870827,314.9058302,315.177395,314.8810577,314.9271196,314.8376639,315.0079367,314.9017979
4414,314.8843447,314.8677789,314.9417578,314.7445404,314.8875381,314.8469705,314.8859672,314.5368687,314.9888488,314.9075548,315.1792479,314.8827616,314.9288506,314.8393508,315.0097067,314.9035204
4415,314.8860541,314.8694822,314.9434887,314.7461856,314.8892454,314.8486623,314.8876757,314.5384502,314.990615,314.9092795,315.1811009,314.8844656,314.9305815,314.8410377,315.0114767,314.9052429
4416,314.8877635,314.8711855,314.9452195,314.7478308,314.8909527,314.8503541,314.8893842,314.5400318,314.9923811,314.9110041,315.1829538,314.8861695,314.9323124,314.8427246,315.0132467,314.9069655
4417,314.8894729,314.8728888,314.9469504,314.749476,314.89266,314.852046,314.8910927,314.5416133,314.9941473,314.9127287,315.1848067,314.8878735,314.9340433,314.8444115,315.0150167,314.908688
4418,314.8911823,314.8745921,314.9486813,314.7511212,314.8943673,314.8537378,314.8928011,314.5431949,314.9959134,314.9144533,315.1866597,314.8895775,314.9357742,314.8460984,315.0167867,314.9104105
4419,314.8928917,314.8762954,314.9504121,314.7527664,314.8960746,314.8554297,314.8945096,314.5447764,314.9976796,314.9161779,315.1885126,314.8912814,314.9375052,314.8477853,315.0185567,314.912133
4420,314.8946011,314.8779987,314.952143,314.7544116,314.8977819,314.8571215,314.8962181,314.546358,314.9994457,314.9179026,315.1903655,314.8929854,314.9392361,314.8494722,315.0203267,314.9138556
4421,314.8963105,314.879702,314.9538739,314.7560568,314.8994892,314.8588133,314.8979266,314.5479395,315.0012119,314.9196272,315.1922185,314.8946893,314.940967,314.851159,315.0220967,314.9155781
4422,314.8980199,314.8814053,314.9556047,314.7577019,314.9011965,314.8605052,314.899635,314.549521,315.002978,314.9213518,315.1940714,314.8963933,314.9426979,314.8528459,315.0238667,314.9173006
4423,314.8997293,314.8831086,314.9573356,314.7593471,314.9029037,314.862197,314.9013435,314.5511026,315.0047442,314.9230764,315.1959243,314.8980972,314.9444288,314.8545328,315.0256367,314.9190232
4424,314.9014387,314.8848119,314.9590664,314.7609923,314.904611,314.8638889,314.903052,314.5526841,315.0065103,314.9248011,315.1977773,314.8998012,314.9461598,314.8562197,315.0274067,314.9207457
4425,314.9031481,314.8865152,314.9607973,314.7626375,314.9063183,314.8655807,314.9047605,314.5542657,315.0082765,314.9265257,315.1996302,314.9015052,314.9478907,314.8579066,315.0291767,314.9224682
4426,314.9048575,314.8882185,314.9625282,314.7642827,314.9080256,314.8672725,314.9064689,314.5558472,315.0100426,314.9282503,315.2014831,314.9032091,314.9496216,314.8595935,315.0309467,314.9241908
4427,314.9065669,314.8899218,314.964259,314.7659279,314.9097329,314.8689644,314.9081774,314.5574288,315.0118088,314.9299749,315.2033361,314.9049131,314.9513525,314.8612804,315.0327167,314.9259133
4428,314.9082763,314.891625,314.9659899,314.7675731,314.9114402,314.8706562,314.9098859,314.5590103,315.0135749,314.9316996,315.205189,314.906617,314.9530835,314.8629673,315.0344867,314.9276358
4429,314.9099857,314.8933283,314.9677208,314.7692183,314.9131475,314.8723481,314.9115943,314.5605918,315.0153411,314.9334242,315.2070419,314.908321,314.9548144,314.8646542,315.0362567,314.9293583
4430,314.9116951,314.8950316,314.9694516,314.7708635,314.9148548,314.8740399,314.9133028,314.5621734,315.0171072,314.9351488,315.2088949,314.9100249,314.9565453,314.8663411,315.0380267,314.9310809
4431,314.9134045,314.8967349,314.9711825,314.7725087,314.9165621,314.8757317,314.9150113,314.5637549,315.0188734,314.9368734,315.2107478,314.9117289,314.9582762,314.868028,315.0397967,314.9328034
4432,314.915114,314.8984382,314.9729134,314.7741539,314.9182694,314.8774236,314.9167198,314.5653365,315.0206395,314.938598,315.2126007,314.9134329,314.9600071,314.8697148,315.0415667,314.9345259
4433,314.9168234,314.9001415,314.9746442,314.775799,314.9199766,314.8791154,314.9184282,314.566918,315.0224057,314.9403227,315.2144537,314.9151368,314.9617381,314.8714017,315.0433367,314.9362485
4434,314.9185328,314.9018448,314.9763751,314.7774442,314.9216839,314.8808072,314.9201367,314.5684996,315.0241718,314.9420473,315.2163066,314.9168408,314.963469,314.8730886,315.0451067,314.937971
4435,314.9202422,314.9035481,314.978106,314.7790894,314.9233912,314.8824991,314.9218452,314.5700811,315.025938,314.9437719,315.2181595,314.9185447,314.9651999,314.8747755,315.0468767,314.9396935
4436,314.9219516,314.9052514,314.9798368,314.7807346,314.9250985,314.8841909,314.9235537,314.5716626,315.0277041,314.9454965,315.2200125,314.9202487,314.9669308,314.8764624,315.0486467,314.9414161
4437,314.923661,314.9069547,314.9815677,314.7823798,314.9268058,314.8858828,314.9252621,314.5732442,315.0294703,314.9472212,315.2218654,314.9219526,314.9686617,314.8781493,315.0504167,314.9431386
4438,314.9253704,314.908658,314.9832986,314.784025,314.9285131,314.8875746,314.9269706,314.5748257,315.0312364,314.9489458,315.2237183,314.9236566,314.9703927,314.8798362,315.0521867,314.9448611
4439,314.9270798,314.9103613,314.9850294,314.7856702,314.9302204,314.8892664,314.9286791,314.5764073,315.0330026,314.9506704,315.2255713,314.9253606,314.9721236,314.8815231,315.0539567,314.9465837
4440,314.9287892,314.9120646,314.9867603,314.7873154,314.9319277,314.8909583,314.9303876,314.5779888,315.0347687,314.952395,315.2274242,314.9270645,314.9738545,314.88321,315.0557267,314.9483062
4441,314.9304986,314.9137679,314.9884912,314.7889606,314.933635,314.8926501,314.932096,314.5795704,315.0365349,314.9541196,315.2292771,314.9287685,314.9755854,314.8848969,315.0574967,314.9500287
4442,314.932208,314.9154712,314.990222,314.7906058,314.9353423,314.894342,314.9338045,314.5811519,315.038301,314.9558443,315.2311301,314.9304724,314.9773163,314.8865838,315.0592667,314.9517512
4443,314.9339174,314.9171745,314.9919529,314.792251,314.9370496,314.8960338,314.935513,314.5827334,315.0400672,314.9575689,315.232983,314.9321764,314.9790473,314.8882706,315.0610367,314.9534738
4444,314.9356268,314.9188778,314.9936838,314.7938961,314.9387568,314.8977256,314.9372214,314.584315,315.0418333,314.9592935,315.2348359,314.9338804,314.9807782,314.8899575,315.0628067,314.9551963
4445,314.9373362,314.9205811,314.9954146,314.7955413,314.9404641,314.8994175,314.9389299,314.5858965,315.0435995,314.9610181,315.2366889,314.9355843,314.9825091,314.8916444,315.0645767,314.9569188
4446,314.9390456,314.9222844,314.9971455,314.7971865,314.9421714,314.9011093,314.9406384,314.5874781,315.0453656,314.9627428,315.2385418,314.9372883,314.98424,314.8933313,315.0663467,314.9586414
4447,314.940755,314.9239877,314.9988764,314.7988317,314.9438787,314.9028012,314.9423469,314.5890596,315.0471318,314.9644674,315.2403947,314.9389922,314.9859709,314.8950182,315.0681167,314.9603639
4448,314.9424644,314.925691,315.0006072,314.8004769,314.945586,314.904493,314.9440553,314.5906412,315.0488979,314.966192,315.2422477,314.9406962,314.9877019,314.8967051,315.0698867,314.9620864
4449,314.9441738,314.9273942,315.0023381,314.8021221,314.9472933,314.9061848,314.9457638,314.5922227,315.050664,314.9679166,315.2441006,314.9424001,314.9894328,314.898392,315.0716567,314.963809
4450,314.9458832,314.9290975,315.0040689,314.8037673,314.9490006,314.9078767,314.9474723,314.5938042,315.0524302,314.9696412,315.2459536,314.9441041,314.9911637,314.9000789,315.0734267,314.9655315
4451,314.9475926,314.9308008,315.0057998,314.8054125,314.9507079,314.9095685,314.9491808,314.5953858,315.0541963,314.9713659,315.2478065,314.9458081,314.9928946,314.9017658,315.0751967,314.967254
4452,314.949302,314.9325041,315.0075307,314.8070577,314.9524152,314.9112604,314.9508892,314.5969673,315.0559625,314.9730905,315.2496594,314.947512,314.9946256,314.9034527,315.0769667,314.9689765
4453,314.9510114,314.9342074,315.0092615,314.8087029,314.9541225,314.9129522,314.9525977,314.5985489,315.0577286,314.9748151,315.2515124,314.949216,314.9963565,314.9051395,315.0787367,314.9706991
4454,314.9527208,314.9359107,315.0109924,314.8103481,314.9558297,314.914644,314.9543062,314.6001304,315.0594948,314.9765397,315.2533653,314.9509199,314.9980874,314.9068264,315.0805067,314.9724216
4455,314.9544302,314.937614,315.0127233,314.8119932,314.957537,314.9163359,314.9560147,314.601712,315.0612609,314.9782644,315.2552182,314.9526239,314.9998183,314.9085133,315.0822767,314.9741441
4456,314.9561396,314.9393173,315.0144541,314.8136384,314.9592443,314.9180277,314.9577231,314.6032935,315.0630271,314.979989,315.2570712,314.9543278,315.0015492,314.9102002,315.0840467,314.9758667
4457,314.957849,314.9410206,315.016185,314.8152836,314.9609516,314.9197195,314.9594316,314.604875,315.0647932,314.9817136,315.2589241,314.9560318,315.0032802,314.9118871,315.0858167,314.9775892
4458,314.9595584,314.9427239,315.0179159,314.8169288,314.9626589,314.9214114,314.9611401,314.6064566,315.0665594,314.9834382,315.260777,314.9577358,315.0050111,314.913574,315.0875867,314.9793117
4459,314.9612678,314.9444272,315.0196467,314.818574,314.9643662,314.9231032,314.9628485,314.6080381,315.0683255,314.9851628,315.26263,314.9594397,315.006742,314.9152609,315.0893567,314.9810343
4460,314.9629772,314.9461305,315.0213776,314.8202192,314.9660735,314.9247951,314.964557,314.6096197,315.0700917,314.9868875,315.2644829,314.9611437,315.0084729,314.9169478,315.0911267,314.9827568
4461,314.9646866,314.9478338,315.0231085,314.8218644,314.9677808,314.9264869,314.9662655,314.6112012,315.0718578,314.9886121,315.2663358,314.9628476,315.0102038,314.9186347,315.0928967,314.9844793
4462,314.966396,314.9495371,315.0248393,314.8235096,314.9694881,314.9281787,314.967974,314.6127828,315.073624,314.9903367,315.2681888,314.9645516,315.0119348,314.9203216,315.0946667,314.9862018
4463,314.9681054,314.9512404,315.0265702,314.8251548,314.9711954,314.9298706,314.9696824,314.6143643,315.0753901,314.9920613,315.2700417,314.9662555,315.0136657,314.9220085,315.0964367,314.9879244
4464,314.9698148,314.9529437,315.0283011,314.8268,314.9729026,314.9315624,314.9713909,314.6159458,315.0771563,314.993786,315.2718946,314.9679595,315.0153966,314.9236953,315.0982067,314.9896469
4465,314.9715242,314.954647,315.0300319,314.8284451,314.9746099,314.9332543,314.9730994,314.6175274,315.0789224,314.9955106,315.2737476,314.9696635,315.0171275,314.9253822,315.0999767,314.9913694
4466,314.9732336,314.9563503,315.0317628,314.8300903,314.9763172,314.9349461,314.9748079,314.6191089,315.0806886,314.9972352,315.2756005,314.9713674,315.0188584,314.9270691,315.1017467,314.993092
4467,314.974943,314.9580536,315.0334937,314.8317355,314.9780245,314.9366379,314.9765163,314.6206905,315.0824547,314.9989598,315.2774534,314.9730714,315.0205894,314.928756,315.1035167,314.9948145
4468,314.9766524,314.9597569,315.0352245,314.8333807,314.9797318,314.9383298,314.9782248,314.622272,315.0842209,315.0006845,315.2793064,314.9747753,315.0223203,314.9304429,315.1052867,314.996537
4469,314.9783618,314.9614602,315.0369554,314.8350259,314.9814391,314.9400216,314.9799333,314.6238536,315.085987,315.0024091,315.2811593,314.9764793,315.0240512,314.9321298,315.1070567,314.9982596
4470,314.9800712,314.9631634,315.0386863,314.8366711,314.9831464,314.9417135,314.9816418,314.6254351,315.0877532,315.0041337,315.2830122,314.9781832,315.0257821,314.9338167,315.1088268,314.9999821
4471,314.9817806,314.9648667,315.0404171,314.8383163,314.9848537,314.9434053,314.9833502,314.6270166,315.0895193,315.0058583,315.2848652,314.9798872,315.027513,314.9355036,315.1105968,315.0017046
