T(s),S1-1B-D,S1-1B-S,S1-2B-D,S1-2B-S,S1-3B-D,S1-3B-S,S1-4B-D,S1-4B-S,S1-5B-D,S1-5B-S,S1-6B-D,S1-6B-S,S1-7B-D,S1-7B-S,S1-8B-D,S1-8B-S
5712,316.7830484,316.7622657,316.8667713,316.5494191,316.783767,316.7193286,316.7835422,316.2531009,316.9841918,316.8385509,317.2873094,316.7800937,316.8591413,316.7094615,316.9988609,316.8229487
5713,316.7843852,316.7636011,316.8681271,316.5506795,316.7851013,316.7206439,316.7848774,316.254291,316.9856121,316.8399179,317.2888148,316.7814312,316.8605031,316.7107765,317.0002713,316.8243033
5714,316.7857218,316.7649363,316.8694828,316.5519397,316.7864354,316.7219589,316.7862125,316.2554808,316.9870322,316.8412847,317.2903201,316.7827685,316.8618647,316.7120912,317.0016816,316.8256578
5715,316.7870582,316.7662714,316.8708382,316.5531998,316.7877694,316.7232738,316.7875474,316.2566704,316.9884522,316.8426513,317.2918252,316.7841057,316.8632262,316.7134058,317.0030918,316.8270121
5716,316.7883944,316.7676063,316.8721935,316.5544596,316.7891032,316.7245885,316.7888821,316.2578599,316.989872,316.8440178,317.2933301,316.7854427,316.8645875,316.7147202,317.0045017,316.8283663
5717,316.7897305,316.768941,316.8735486,316.5557193,316.7904368,316.725903,316.7902167,316.2590492,316.9912916,316.8453841,317.2948348,316.7867795,316.8659486,316.7160344,317.0059115,316.8297202
5718,316.7910664,316.7702755,316.8749035,316.5569788,316.7917702,316.7272174,316.791551,316.2602383,316.9927111,316.8467502,317.2963394,316.7881162,316.8673095,316.7173485,317.0073212,316.831074
5719,316.7924021,316.7716099,316.8762583,316.5582381,316.7931034,316.7285316,316.7928852,316.2614272,316.9941304,316.8481162,317.2978438,316.7894527,316.8686703,316.7186624,317.0087306,316.8324276
5720,316.7937377,316.7729441,316.8776129,316.5594972,316.7944365,316.7298456,316.7942193,316.2626159,316.9955495,316.849482,317.2993481,316.790789,316.8700309,316.7199761,317.0101399,316.8337811
5721,316.7950731,316.7742782,316.8789673,316.5607562,316.7957694,316.7311594,316.7955531,316.2638045,316.9969685,316.8508477,317.3008521,316.7921251,316.8713914,316.7212896,317.0115491,316.8351344
5722,316.7964083,316.775612,316.8803215,316.5620149,316.7971021,316.732473,316.7968868,316.2649928,316.9983873,316.8522131,317.3023561,316.7934611,316.8727516,316.722603,317.012958,316.8364875
5723,316.7977433,316.7769457,316.8816755,316.5632735,316.7984347,316.7337865,316.7982203,316.266181,316.999806,316.8535784,317.3038598,316.7947969,316.8741117,316.7239162,317.0143668,316.8378404
5724,316.7990782,316.7782793,316.8830294,316.5645319,316.799767,316.7350998,316.7995536,316.267369,317.0012245,316.8549436,317.3053634,316.7961325,316.8754716,316.7252292,317.0157754,316.8391932
5725,316.8004129,316.7796126,316.8843831,316.5657902,316.8010992,316.7364129,316.8008867,316.2685568,317.0026428,316.8563085,317.3068668,316.797468,316.8768313,316.726542,317.0171839,316.8405458
5726,316.8017474,316.7809458,316.8857366,316.5670482,316.8024312,316.7377259,316.8022197,316.2697445,317.004061,316.8576733,317.3083701,316.7988033,316.8781909,316.7278547,317.0185922,316.8418982
5727,316.8030817,316.7822788,316.88709,316.5683061,316.8037631,316.7390387,316.8035525,316.2709319,317.005479,316.859038,317.3098732,316.8001384,316.8795503,316.7291672,317.0200003,316.8432504
5728,316.8044159,316.7836117,316.8884431,316.5695638,316.8050948,316.7403512,316.8048851,316.2721192,317.0068968,316.8604024,317.3113761,316.8014733,316.8809095,316.7304795,317.0214082,316.8446025
5729,316.8057499,316.7849443,316.8897961,316.5708213,316.8064263,316.7416637,316.8062176,316.2733063,317.0083145,316.8617667,317.3128789,316.8028081,316.8822686,316.7317917,317.022816,316.8459544
5730,316.8070837,316.7862768,316.8911489,316.5720786,316.8077576,316.7429759,316.8075498,316.2744932,317.0097321,316.8631309,317.3143815,316.8041427,316.8836274,316.7331036,317.0242236,316.8473062
5731,316.8084173,316.7876091,316.8925016,316.5733358,316.8090887,316.744288,316.8088819,316.2756799,317.0111494,316.8644948,317.315884,316.8054771,316.8849861,316.7344154,317.025631,316.8486577
5732,316.8097508,316.7889413,316.893854,316.5745927,316.8104197,316.7455999,316.8102138,316.2768665,317.0125666,316.8658586,317.3173862,316.8068114,316.8863446,316.7357271,317.0270383,316.8500091
5733,316.8110841,316.7902733,316.8952063,316.5758495,316.8117505,316.7469116,316.8115456,316.2780528,317.0139837,316.8672223,317.3188883,316.8081454,316.887703,316.7370385,317.0284454,316.8513603
5734,316.8124172,316.7916051,316.8965584,316.5771061,316.8130811,316.7482231,316.8128772,316.279239,317.0154006,316.8685858,317.3203903,316.8094794,316.8890612,316.7383498,317.0298524,316.8527114
5735,316.8137501,316.7929367,316.8979104,316.5783626,316.8144115,316.7495345,316.8142085,316.280425,317.0168173,316.8699491,317.3218921,316.8108131,316.8904192,316.7396609,317.0312591,316.8540623
5736,316.8150829,316.7942682,316.8992621,316.5796188,316.8157418,316.7508457,316.8155398,316.2816108,317.0182338,316.8713122,317.3233937,316.8121467,316.891777,316.7409718,317.0326657,316.855413
5737,316.8164155,316.7955995,316.9006137,316.5808749,316.8170719,316.7521567,316.8168708,316.2827964,317.0196502,316.8726752,317.3248951,316.8134801,316.8931347,316.7422826,317.0340721,316.8567635
5738,316.8177479,316.7969306,316.9019651,316.5821308,316.8184018,316.7534675,316.8182017,316.2839819,317.0210665,316.874038,317.3263964,316.8148133,316.8944921,316.7435932,317.0354784,316.8581139
5739,316.8190801,316.7982616,316.9033163,316.5833865,316.8197316,316.7547782,316.8195324,316.2851671,317.0224825,316.8754006,317.3278976,316.8161463,316.8958494,316.7449036,317.0368845,316.8594641
5740,316.8204122,316.7995924,316.9046674,316.584642,316.8210611,316.7560887,316.8208629,316.2863522,317.0238984,316.8767631,317.3293985,316.8174792,316.8972066,316.7462138,317.0382904,316.8608141
5741,316.8217441,316.800923,316.9060183,316.5858974,316.8223905,316.757399,316.8221932,316.2875371,317.0253142,316.8781254,317.3308993,316.8188119,316.8985635,316.7475239,317.0396962,316.8621639
5742,316.8230758,316.8022534,316.907369,316.5871526,316.8237198,316.7587091,316.8235234,316.2887218,317.0267298,316.8794875,317.3324,316.8201444,316.8999203,316.7488338,317.0411017,316.8635136
5743,316.8244074,316.8035837,316.9087195,316.5884076,316.8250488,316.7600191,316.8248534,316.2899063,317.0281452,316.8808495,317.3339004,316.8214768,316.9012769,316.7501435,317.0425071,316.8648631
5744,316.8257388,316.8049138,316.9100699,316.5896624,316.8263777,316.7613289,316.8261832,316.2910907,317.0295605,316.8822113,317.3354007,316.822809,316.9026334,316.751453,317.0439124,316.8662125
5745,316.82707,316.8062437,316.91142,316.590917,316.8277064,316.7626385,316.8275128,316.2922749,317.0309756,316.8835729,317.3369009,316.824141,316.9039897,316.7527624,317.0453175,316.8675616
5746,316.828401,316.8075735,316.91277,316.5921715,316.8290349,316.7639479,316.8288423,316.2934588,317.0323905,316.8849344,317.3384008,316.8254729,316.9053458,316.7540716,317.0467224,316.8689106
5747,316.8297318,316.808903,316.9141199,316.5934257,316.8303632,316.7652572,316.8301716,316.2946427,317.0338053,316.8862957,317.3399006,316.8268045,316.9067017,316.7553806,317.0481271,316.8702595
5748,316.8310625,316.8102325,316.9154695,316.5946798,316.8316914,316.7665662,316.8315007,316.2958263,317.0352199,316.8876568,317.3414003,316.828136,316.9080574,316.7566894,317.0495317,316.8716081
5749,316.832393,316.8115617,316.916819,316.5959337,316.8330194,316.7678751,316.8328297,316.2970097,317.0366344,316.8890178,317.3428998,316.8294674,316.909413,316.7579981,317.0509361,316.8729566
5750,316.8337234,316.8128908,316.9181683,316.5971875,316.8343472,316.7691839,316.8341584,316.298193,317.0380487,316.8903786,317.3443991,316.8307985,316.9107684,316.7593066,317.0523403,316.8743049
5751,316.8350535,316.8142197,316.9195174,316.598441,316.8356748,316.7704924,316.835487,316.299376,317.0394628,316.8917392,317.3458982,316.8321295,316.9121236,316.7606149,317.0537444,316.875653
5752,316.8363835,316.8155484,316.9208663,316.5996944,316.8370023,316.7718008,316.8368154,316.3005589,317.0408768,316.8930997,317.3473972,316.8334603,316.9134787,316.7619231,317.0551483,316.877001
5753,316.8377133,316.8168769,316.9222151,316.6009476,316.8383296,316.773109,316.8381437,316.3017416,317.0422906,316.89446,317.348896,316.834791,316.9148336,316.763231,317.056552,316.8783488
5754,316.8390429,316.8182053,316.9235637,316.6022006,316.8396567,316.774417,316.8394717,316.3029242,317.0437042,316.8958201,317.3503947,316.8361215,316.9161883,316.7645388,317.0579556,316.8796964
5755,316.8403724,316.8195335,316.9249121,316.6034535,316.8409837,316.7757249,316.8407996,316.3041065,317.0451177,316.8971801,317.3518932,316.8374518,316.9175428,316.7658464,317.059359,316.8810439
5756,316.8417017,316.8208616,316.9262604,316.6047061,316.8423104,316.7770326,316.8421273,316.3052887,317.046531,316.8985399,317.3533915,316.8387819,316.9188972,316.7671539,317.0607622,316.8823912
5757,316.8430308,316.8221895,316.9276084,316.6059586,316.843637,316.77834,316.8434549,316.3064706,317.0479442,316.8998995,317.3548897,316.8401119,316.9202514,316.7684612,317.0621652,316.8837383
5758,316.8443597,316.8235172,316.9289563,316.6072109,316.8449634,316.7796474,316.8447822,316.3076524,317.0493572,316.901259,317.3563877,316.8414416,316.9216054,316.7697683,317.0635681,316.8850852
5759,316.8456885,316.8248447,316.930304,316.608463,316.8462897,316.7809545,316.8461094,316.308834,317.05077,316.9026183,317.3578855,316.8427713,316.9229592,316.7710752,317.0649708,316.886432
5760,316.8470171,316.826172,316.9316515,316.6097149,316.8476157,316.7822615,316.8474364,316.3100155,317.0521827,316.9039774,317.3593832,316.8441007,316.9243129,316.772382,317.0663734,316.8877786
5761,316.8483455,316.8274992,316.9329989,316.6109667,316.8489416,316.7835683,316.8487633,316.3111967,317.0535952,316.9053364,317.3608807,316.84543,316.9256664,316.7736885,317.0677757,316.889125
5762,316.8496737,316.8288262,316.9343461,316.6122183,316.8502674,316.7848749,316.8500899,316.3123778,317.0550076,316.9066952,317.362378,316.8467591,316.9270197,316.774995,317.0691779,316.8904712
5763,316.8510018,316.8301531,316.9356931,316.6134697,316.8515929,316.7861813,316.8514164,316.3135587,317.0564198,316.9080538,317.3638752,316.848088,316.9283728,316.7763012,317.07058,316.8918173
5764,316.8523297,316.8314797,316.9370399,316.6147209,316.8529183,316.7874876,316.8527427,316.3147394,317.0578318,316.9094123,317.3653722,316.8494168,316.9297258,316.7776073,317.0719819,316.8931632
5765,316.8536574,316.8328062,316.9383866,316.6159719,316.8542435,316.7887937,316.8540689,316.3159199,317.0592437,316.9107706,317.3668691,316.8507453,316.9310786,316.7789131,317.0733836,316.894509
5766,316.854985,316.8341326,316.9397331,316.6172228,316.8555685,316.7900996,316.8553948,316.3171002,317.0606554,316.9121288,317.3683658,316.8520738,316.9324313,316.7802189,317.0747851,316.8958545
5767,316.8563123,316.8354587,316.9410794,316.6184735,316.8568933,316.7914054,316.8567206,316.3182804,317.0620669,316.9134867,317.3698623,316.853402,316.9337837,316.7815244,317.0761864,316.8971999
5768,316.8576395,316.8367847,316.9424255,316.619724,316.858218,316.7927109,316.8580462,316.3194603,317.0634783,316.9148445,317.3713586,316.8547301,316.935136,316.7828298,317.0775876,316.8985452
5769,316.8589665,316.8381105,316.9437714,316.6209743,316.8595425,316.7940163,316.8593717,316.3206401,317.0648895,316.9162022,317.3728548,316.856058,316.9364881,316.7841349,317.0789887,316.8998902
5770,316.8602934,316.8394362,316.9451172,316.6222244,316.8608668,316.7953215,316.8606969,316.3218197,317.0663006,316.9175596,317.3743509,316.8573857,316.93784,316.78544,317.0803895,316.9012351
5771,316.8616201,316.8407616,316.9464628,316.6234744,316.8621909,316.7966266,316.862022,316.3229991,317.0677115,316.9189169,317.3758467,316.8587132,316.9391918,316.7867448,317.0817902,316.9025798
5772,316.8629466,316.8420869,316.9478082,316.6247242,316.8635149,316.7979314,316.8633469,316.3241784,317.0691222,316.9202741,317.3773424,316.8600406,316.9405434,316.7880495,317.0831907,316.9039244
5773,316.8642729,316.8434121,316.9491535,316.6259738,316.8648387,316.7992361,316.8646716,316.3253574,317.0705328,316.921631,317.3788379,316.8613678,316.9418948,316.789354,317.0845911,316.9052687
5774,316.865599,316.844737,316.9504986,316.6272232,316.8661623,316.8005406,316.8659962,316.3265363,317.0719432,316.9229878,317.3803333,316.8626949,316.943246,316.7906583,317.0859913,316.9066129
5775,316.866925,316.8460618,316.9518434,316.6284724,316.8674857,316.8018449,316.8673206,316.327715,317.0733535,316.9243445,317.3818285,316.8640217,316.9445971,316.7919624,317.0873913,316.9079569
5776,316.8682508,316.8473864,316.9531882,316.6297215,316.868809,316.8031491,316.8686448,316.3288935,317.0747636,316.9257009,317.3833236,316.8653484,316.945948,316.7932664,317.0887911,316.9093008
5777,316.8695765,316.8487108,316.9545327,316.6309704,316.8701321,316.8044531,316.8699688,316.3300718,317.0761735,316.9270572,317.3848184,316.866675,316.9472987,316.7945702,317.0901908,316.9106445
5778,316.8709019,316.8500351,316.9558771,316.6322191,316.871455,316.8057569,316.8712927,316.33125,317.0775833,316.9284134,317.3863131,316.8680013,316.9486493,316.7958738,317.0915903,316.911988
5779,316.8722272,316.8513592,316.9572213,316.6334676,316.8727777,316.8070605,316.8726164,316.3324279,317.0789929,316.9297693,317.3878077,316.8693275,316.9499996,316.7971773,317.0929896,316.9133313
5780,316.8735523,316.8526831,316.9585653,316.6347159,316.8741003,316.808364,316.8739399,316.3336057,317.0804023,316.9311251,317.3893021,316.8706535,316.9513498,316.7984806,317.0943888,316.9146745
5781,316.8748772,316.8540069,316.9599091,316.6359641,316.8754227,316.8096673,316.8752632,316.3347833,317.0818116,316.9324808,317.3907963,316.8719793,316.9526999,316.7997837,317.0957878,316.9160175
5782,316.876202,316.8553305,316.9612528,316.6372121,316.8767449,316.8109704,316.8765864,316.3359607,317.0832207,316.9338363,317.3922903,316.873305,316.9540497,316.8010866,317.0971866,316.9173603
5783,316.8775266,316.8566539,316.9625963,316.6384599,316.8780669,316.8122733,316.8779093,316.3371379,317.0846297,316.9351916,317.3937842,316.8746305,316.9553994,316.8023894,317.0985853,316.918703
5784,316.878851,316.8579771,316.9639396,316.6397075,316.8793888,316.813576,316.8792322,316.338315,317.0860385,316.9365467,317.3952779,316.8759558,316.9567489,316.8036919,317.0999838,316.9200455
5785,316.8801752,316.8593002,316.9652827,316.640955,316.8807105,316.8148786,316.8805548,316.3394918,317.0874471,316.9379017,317.3967715,316.877281,316.9580982,316.8049943,317.1013821,316.9213878
5786,316.8814993,316.8606231,316.9666257,316.6422022,316.882032,316.816181,316.8818772,316.3406685,317.0888556,316.9392565,317.3982649,316.8786059,316.9594474,316.8062966,317.1027803,316.9227299
5787,316.8828232,316.8619458,316.9679685,316.6434493,316.8833534,316.8174832,316.8831995,316.341845,317.0902639,316.9406111,317.3997581,316.8799307,316.9607964,316.8075986,317.1041783,316.9240719
5788,316.8841469,316.8632684,316.9693111,316.6446962,316.8846745,316.8187853,316.8845216,316.3430213,317.0916721,316.9419656,317.4012512,316.8812554,316.9621452,316.8089005,317.1055761,316.9254137
5789,316.8854704,316.8645908,316.9706535,316.6459429,316.8859955,316.8200871,316.8858436,316.3441975,317.0930801,316.9433199,317.4027441,316.8825798,316.9634938,316.8102022,317.1069737,316.9267553
5790,316.8867938,316.865913,316.9719957,316.6471895,316.8873163,316.8213888,316.8871653,316.3453734,317.0944879,316.944674,317.4042368,316.8839041,316.9648423,316.8115038,317.1083712,316.9280968
5791,316.888117,316.867235,316.9733378,316.6484358,316.888637,316.8226904,316.8884869,316.3465492,317.0958956,316.946028,317.4057294,316.8852282,316.9661906,316.8128051,317.1097685,316.9294381
5792,316.88944,316.8685569,316.9746797,316.649682,316.8899574,316.8239917,316.8898083,316.3477248,317.0973031,316.9473818,317.4072218,316.8865522,316.9675387,316.8141063,317.1111657,316.9307792
5793,316.8907628,316.8698786,316.9760215,316.650928,316.8912777,316.8252929,316.8911295,316.3489002,317.0987104,316.9487354,317.408714,316.887876,316.9688867,316.8154074,317.1125627,316.9321201
5794,316.8920855,316.8712001,316.977363,316.6521739,316.8925978,316.8265939,316.8924506,316.3500754,317.1001176,316.9500889,317.4102061,316.8891996,316.9702345,316.8167082,317.1139595,316.9334609
5795,316.893408,316.8725215,316.9787044,316.6534195,316.8939178,316.8278947,316.8937715,316.3512504,317.1015246,316.9514422,317.411698,316.890523,316.9715821,316.8180089,317.1153561,316.9348015
5796,316.8947303,316.8738427,316.9800456,316.654665,316.8952375,316.8291953,316.8950922,316.3524253,317.1029315,316.9527953,317.4131898,316.8918463,316.9729295,316.8193094,317.1167526,316.9361419
5797,316.8960525,316.8751637,316.9813866,316.6559102,316.8965571,316.8304958,316.8964127,316.3536,317.1043382,316.9541483,317.4146814,316.8931693,316.9742767,316.8206097,317.1181489,316.9374822
5798,316.8973744,316.8764845,316.9827274,316.6571554,316.8978765,316.8317961,316.897733,316.3547745,317.1057447,316.9555011,317.4161728,316.8944923,316.9756238,316.8219098,317.119545,316.9388222
5799,316.8986962,316.8778052,316.9840681,316.6584003,316.8991958,316.8330962,316.8990532,316.3559488,317.1071511,316.9568537,317.417664,316.895815,316.9769707,316.8232098,317.120941,316.9401622
